"","method","n_taxa","n_sites","internal_recombination","external_recombination","mutation_rate","birth_rate","death_rate","tree_age","mean_molecular_rate","sd_molecular_rate","proportion_tree1","proportion_tree2","id"
"1","phylogenetic","180","1000","NA","NA","NA","0.5","0.100497369091026","1","0.1","0.1","0.5","0.5","testBaby_1"
