"","method","n_taxa","n_sites","internal_recombination","external_recombination","mutation_rate","birth_rate","death_rate","tree_age","mean_molecular_rate","sd_molecular_rate","proportion_tree1","proportion_tree2","id"
"1","phylogenetic","20","1300","NA","NA","NA","0.5","0.140501260509482","1","0.1","0.1","0.85","0.15","2trees_3"
