"","method","n_taxa","n_sites","internal_recombination","external_recombination","mutation_rate","birth_rate","death_rate","tree_age","mean_molecular_rate","sd_molecular_rate","proportion_tree1","proportion_tree2","id"
"1","phylogenetic","20","1300","NA","NA","NA","0.5","0.490290929105831","1","0.05","0.1","1","0","molRate_1"
